Python, https://img.icons8.com/color/240/python--v1.png
C, https://img.icons8.com/color/240/c-programming.png
C++, https://img.icons8.com/color/240/c-plus-plus-logo.png
Java, https://img.icons8.com/color/240/java-coffee-cup-logo.png
HTML5, https://img.icons8.com/color/240/html-5--v1.png
CSS3, https://img.icons8.com/color/240/css3.png
Kotlin, https://img.icons8.com/color/240/kotlin.png
SQL, https://img.icons8.com/color/240/sql.png
JavaScript, https://img.icons8.com/color/240/javascript--v1.png
