DSA, https://img.icons8.com/color/240/stack.png
OOPS, https://img.icons8.com/external-solidglyph-m-oki-orlando/32/external-object-oriented-programming-programming-solid-solidglyph-m-oki-orlando.png
Git, https://img.icons8.com/color/240/git.png
Jupyter Notebook, https://img.icons8.com/fluency/240/jupyter.png
Flask, https://img.icons8.com/ios/240/flask.png
Heroku, https://img.icons8.com/color/240/heroku.png
AWS, https://img.icons8.com/color/240/amazon-web-services.png
Bootstrap, https://img.icons8.com/color/240/bootstrap.png
